#,color_id,product_id,size_id,unit_in_order,unit_in_stock
2498,4089,1818,802,5,32
2499,4089,1818,803,0,32
2500,4090,1818,798,0,16
2501,4090,1818,799,1,32
2502,4090,1818,800,3,19
2503,4090,1818,801,5,32
2504,4090,1818,802,7,26
2505,4090,1818,803,6,16
2506,4091,1818,798,1,30
2507,4091,1818,799,5,33
2508,4091,1818,800,1,19
2509,4091,1818,801,4,16
2510,4091,1818,802,3,33
2511,4091,1818,803,4,30
2512,4092,1818,798,1,31
2513,4092,1818,799,0,15
2514,4092,1818,800,2,27
2515,4092,1818,801,4,20
2516,4092,1818,802,5,25
2517,4092,1818,803,7,46
2518,4093,1818,798,2,33
2519,4093,1818,799,0,32
2520,4093,1818,800,0,15
2521,4093,1818,801,6,42
2522,4093,1818,802,4,27
2523,4093,1818,803,8,34
2524,4094,1818,798,2,34
2525,4094,1818,799,0,34
2526,4094,1818,800,8,31
2527,4094,1818,801,3,15
2528,4094,1818,802,0,11
2529,4094,1818,803,7,34
2530,4095,1818,798,7,24
2531,4095,1818,799,0,15
2532,4095,1818,800,8,24
2533,4095,1818,801,5,17
2534,4095,1818,802,4,26
2535,4095,1818,803,7,35
2536,4096,1818,798,9,23
2537,4096,1818,799,1,24
2538,4096,1818,800,6,45
2539,4096,1818,801,2,17
2540,4096,1818,802,5,30
2541,4096,1818,803,1,30
2542,4097,1818,798,5,43
2543,4097,1818,799,2,29
2544,4097,1818,800,0,19
2545,4097,1818,801,6,37
2546,4097,1818,802,6,21
2547,4097,1818,803,5,16
2548,4098,1819,799,9,39
2549,4098,1819,800,6,35
2550,4098,1819,801,3,28
2551,4098,1819,802,5,20
2552,4098,1819,803,4,30
2553,4099,1819,799,1,22
2554,4099,1819,800,2,14
2555,4099,1819,801,0,39
2556,4099,1819,802,8,46
2557,4099,1819,803,3,38
2558,4100,1820,798,9,42
2559,4100,1820,799,4,29
2560,4100,1820,800,7,28
2561,4100,1820,801,4,30
2562,4100,1820,802,8,30
2563,4100,1820,803,5,34
2564,4101,1820,798,1,36
2565,4101,1820,799,4,18
2566,4101,1820,800,4,21
2567,4101,1820,801,4,25
2568,4101,1820,802,8,35
2569,4101,1820,803,4,16
2570,4102,1820,798,9,29
2571,4102,1820,799,9,27
2572,4102,1820,800,2,25
2573,4102,1820,801,6,45
2574,4102,1820,802,6,24
2575,4102,1820,803,2,39
2576,4103,1820,798,3,20
2577,4103,1820,799,5,40
2578,4103,1820,800,2,14
2579,4103,1820,801,9,42
2580,4103,1820,802,7,21
2581,4103,1820,803,7,24
2582,4104,1821,798,5,19
2583,4104,1821,799,5,23
2584,4104,1821,800,3,24
2585,4104,1821,801,2,17
2586,4104,1821,802,3,25
2587,4104,1821,803,9,31
2588,4105,1821,798,8,37
2589,4105,1821,799,4,40
2590,4105,1821,800,6,25
2591,4105,1821,801,1,37
2592,4105,1821,802,1,33
2593,4105,1821,803,4,30
2594,4106,1821,798,5,23
2595,4106,1821,799,7,20
2596,4106,1821,800,8,25
2597,4106,1821,801,1,38
2598,4106,1821,802,8,39
2599,4106,1821,803,3,16
2600,4107,1822,798,9,41
2601,4107,1822,799,0,28
2602,4107,1822,800,2,38
2603,4107,1822,801,7,39
2604,4107,1822,802,5,24
2605,4107,1822,803,1,27
2606,4108,1822,798,4,29
2607,4108,1822,799,2,33
2608,4108,1822,800,0,10
2609,4108,1822,801,6,17
2610,4108,1822,802,0,31
2611,4108,1822,803,9,40
2612,4109,1822,798,9,34
2613,4109,1822,799,9,25
2614,4109,1822,800,1,40
2615,4109,1822,801,4,15
2616,4109,1822,802,3,33
2617,4109,1822,803,5,44
2618,4110,1823,798,4,37
2619,4110,1823,799,6,26
2620,4110,1823,800,4,29
2621,4110,1823,801,7,25
2622,4110,1823,802,4,33
2623,4110,1823,803,5,40
2624,4111,1823,798,4,19
2625,4111,1823,799,5,23
2626,4111,1823,800,4,20
2627,4111,1823,801,5,41
2628,4111,1823,802,5,23
2629,4111,1823,803,9,36
2630,4112,1824,798,1,15
2631,4112,1824,799,0,11
2632,4112,1824,800,8,28
2633,4112,1824,801,6,39
2634,4112,1824,802,3,18
2635,4112,1824,803,4,41
2636,4113,1824,798,7,46
2637,4113,1824,799,4,26
2638,4113,1824,800,4,23
2639,4113,1824,801,2,27
2640,4113,1824,802,1,39
2641,4113,1824,803,1,40
2642,4114,1824,798,5,34
2643,4114,1824,799,5,17
2644,4114,1824,800,1,34
2645,4114,1824,801,9,37
2646,4114,1824,802,7,22
2647,4114,1824,803,0,34
2648,4115,1825,798,5,26
2649,4115,1825,799,2,29
2650,4115,1825,800,5,32
2651,4115,1825,801,1,39
2652,4115,1825,802,8,46
2653,4115,1825,803,8,32
2654,4116,1825,798,3,21
2655,4116,1825,799,6,18
2656,4116,1825,800,5,34
2657,4116,1825,801,3,29
2658,4116,1825,802,5,37
2659,4116,1825,803,5,21
2660,4117,1826,798,7,36
2661,4117,1826,799,0,27
2662,4117,1826,800,9,38
2663,4117,1826,801,6,44
2664,4117,1826,802,9,39
2665,4118,1826,798,8,47
2666,4118,1826,799,6,19
2667,4118,1826,800,1,24
2668,4118,1826,801,6,26
2669,4118,1826,802,7,26
2670,4119,1826,798,6,34
2671,4119,1826,799,3,19
2672,4119,1826,800,7,39
2673,4119,1826,801,9,41
2674,4119,1826,802,5,44
2675,4120,1826,798,6,21
2676,4120,1826,799,9,19
2677,4120,1826,800,2,33
2678,4120,1826,801,3,20
2679,4120,1826,802,8,31
2680,4121,1826,798,7,38
2681,4121,1826,799,5,25
2682,4121,1826,800,7,23
2683,4121,1826,801,9,48
2684,4121,1826,802,2,19
2685,4122,1826,798,6,21
2686,4122,1826,799,7,35
2687,4122,1826,800,2,16
2688,4122,1826,801,6,36
2689,4122,1826,802,6,17
2690,4123,1827,798,6,45
2691,4123,1827,799,0,30
2692,4123,1827,800,7,21
2693,4123,1827,801,2,26
2694,4123,1827,802,9,31
2695,4124,1827,798,7,42
2696,4124,1827,799,8,35
2697,4124,1827,800,5,29
2698,4124,1827,801,7,33
2699,4124,1827,802,9,22
2700,4125,1828,879,3,16
2701,4125,1828,887,3,21
2702,4125,1828,888,2,20
2703,4125,1828,889,2,31
2704,4125,1828,890,6,34
2705,4126,1829,799,7,25
2706,4126,1829,801,6,35
2707,4126,1829,802,6,27
2708,4127,1829,799,4,21
2709,4127,1829,801,6,36
2710,4127,1829,802,8,27
2711,4128,1829,799,0,16
2712,4128,1829,801,2,29
2713,4128,1829,802,1,15
2714,4129,1830,798,0,36
2715,4129,1830,799,3,32
2716,4129,1830,800,0,18
2717,4129,1830,801,0,33
2718,4129,1830,802,4,25
2719,4129,1830,803,6,32
2720,4130,1830,798,5,40
2721,4130,1830,799,4,21
2722,4130,1830,800,1,32
2723,4130,1830,801,8,25
2724,4130,1830,802,9,20
2725,4130,1830,803,0,37
2726,4131,1831,798,5,35
2727,4131,1831,799,7,43
2728,4131,1831,800,6,35
2729,4131,1831,801,6,27
2730,4131,1831,802,5,44
2731,4131,1831,803,8,45
2732,4132,1831,798,6,33
2733,4132,1831,799,9,41
2734,4132,1831,800,2,39
2735,4132,1831,801,8,33
2736,4132,1831,802,7,38
2737,4132,1831,803,0,39
2738,4133,1831,798,7,42
2739,4133,1831,799,8,47
2740,4133,1831,800,7,35
2741,4133,1831,801,3,15
2742,4133,1831,802,9,43
2743,4133,1831,803,4,31
2744,4134,1831,798,5,40
2745,4134,1831,799,9,39
2746,4134,1831,800,0,17
2747,4134,1831,801,3,35
2748,4134,1831,802,5,19
2749,4134,1831,803,2,19
2750,4135,1831,798,3,40
2751,4135,1831,799,2,24
2752,4135,1831,800,9,38
2753,4135,1831,801,1,39
2754,4135,1831,802,2,31
2755,4135,1831,803,2,17
2756,4136,1831,798,4,32
2757,4136,1831,799,4,18
2758,4136,1831,800,1,38
2759,4136,1831,801,1,32
2760,4136,1831,802,9,44
2761,4136,1831,803,2,22
2762,4137,1831,798,7,34
2763,4137,1831,799,9,21
2764,4137,1831,800,8,18
2765,4137,1831,801,7,20
2766,4137,1831,802,1,20
2767,4137,1831,803,1,39
2768,4138,1831,798,7,41
2769,4138,1831,799,3,25
2770,4138,1831,800,4,15
2771,4138,1831,801,1,39
2772,4138,1831,802,2,13
2773,4138,1831,803,6,19
2774,4139,1831,798,0,26
2775,4139,1831,799,9,21
2776,4139,1831,800,7,20
2777,4139,1831,801,7,40
2778,4139,1831,802,5,44
2779,4139,1831,803,0,22
2780,4140,1831,798,5,30
2781,4140,1831,799,6,45
2782,4140,1831,800,0,15
2783,4140,1831,801,0,22
2784,4140,1831,802,7,38
2785,4140,1831,803,4,18
2786,4141,1832,798,2,16
2787,4141,1832,799,2,17
2788,4141,1832,800,6,36
2789,4141,1832,801,2,13
2790,4141,1832,802,3,36
2791,4141,1832,803,4,24
2792,4142,1832,798,6,28
2793,4142,1832,799,2,16
2794,4142,1832,800,7,21
2795,4142,1832,801,1,23
2796,4142,1832,802,8,35
2797,4142,1832,803,2,27
2798,4143,1832,798,7,45
2799,4143,1832,799,3,23
2800,4143,1832,800,3,14
2801,4143,1832,801,3,22
2802,4143,1832,802,1,28
2803,4143,1832,803,5,41
2804,4144,1832,798,1,26
2805,4144,1832,799,7,21
2806,4144,1832,800,2,14
2807,4144,1832,801,7,30
2808,4144,1832,802,5,22
2809,4144,1832,803,4,20
2810,4145,1832,798,4,19
2811,4145,1832,799,6,37
2812,4145,1832,800,3,26
2813,4145,1832,801,5,27
2814,4145,1832,802,1,13
2815,4145,1832,803,6,37
2816,4146,1833,799,6,17
2817,4146,1833,800,6,23
2818,4146,1833,801,2,22
2819,4147,1833,799,0,34
2820,4147,1833,800,3,15
2821,4147,1833,801,2,40
2822,4148,1833,799,0,18
2823,4148,1833,800,8,36
2824,4148,1833,801,4,32
2825,4149,1833,799,1,18
2826,4149,1833,800,2,21
2827,4149,1833,801,3,37
2828,4150,1834,798,8,23
2829,4150,1834,799,0,13
2830,4150,1834,800,6,36
2831,4150,1834,801,0,17
2832,4150,1834,802,6,17
2833,4150,1834,803,1,38
2834,4151,1834,798,4,27
2835,4151,1834,799,6,40
2836,4151,1834,800,1,15
2837,4151,1834,801,1,14
2838,4151,1834,802,9,20
2839,4151,1834,803,7,34
2840,4152,1834,798,0,38
2841,4152,1834,799,8,38
2842,4152,1834,800,9,33
2843,4152,1834,801,6,22
2844,4152,1834,802,4,31
2845,4152,1834,803,4,27
2846,4153,1834,798,8,20
2847,4153,1834,799,5,41
2848,4153,1834,800,9,31
2849,4153,1834,801,8,39
2850,4153,1834,802,5,26
2851,4153,1834,803,2,35
2852,4154,1834,798,0,13
2853,4154,1834,799,2,12
2854,4154,1834,800,5,25
2855,4154,1834,801,1,23
2856,4154,1834,802,6,37
2857,4154,1834,803,1,29
2858,4155,1834,798,9,38
2859,4155,1834,799,1,37
2860,4155,1834,800,1,40
2861,4155,1834,801,7,41
2862,4155,1834,802,0,34
2863,4155,1834,803,2,18
2864,4156,1834,798,0,29
2865,4156,1834,799,7,18
2866,4156,1834,800,7,26
2867,4156,1834,801,4,35
2868,4156,1834,802,1,14
2869,4156,1834,803,4,28
2870,4157,1834,798,2,33
2871,4157,1834,799,8,35
2872,4157,1834,800,1,11
2873,4157,1834,801,3,16
2874,4157,1834,802,5,24
2875,4157,1834,803,0,37
2876,4158,1834,798,4,18
2877,4158,1834,799,2,22
2878,4158,1834,800,0,25
2879,4158,1834,801,3,39
2880,4158,1834,802,7,24
2881,4158,1834,803,0,13
2882,4159,1834,798,5,44
2883,4159,1834,799,6,16
2884,4159,1834,800,5,43
2885,4159,1834,801,8,27
2886,4159,1834,802,2,32
2887,4159,1834,803,7,26
2888,4160,1834,798,2,35
2889,4160,1834,799,3,31
2890,4160,1834,800,4,35
2891,4160,1834,801,4,32
2892,4160,1834,802,5,19
2893,4160,1834,803,5,34
2894,4161,1835,798,4,37
2895,4161,1835,799,6,37
2896,4161,1835,800,8,43
2897,4161,1835,801,5,15
2898,4161,1835,802,5,24
2899,4162,1835,798,7,22
2900,4162,1835,799,5,21
2901,4162,1835,800,8,36
2902,4162,1835,801,8,38
2903,4162,1835,802,8,33
2904,4163,1835,798,5,20
2905,4163,1835,799,0,25
2906,4163,1835,800,3,25
2907,4163,1835,801,5,22
2908,4163,1835,802,1,19
2909,4164,1836,798,6,37
2910,4164,1836,799,7,46
2911,4164,1836,800,6,43
2912,4164,1836,801,2,35
2913,4164,1836,802,7,40
2914,4164,1836,803,4,32
2915,4165,1836,798,0,17
2916,4165,1836,799,5,44
2917,4165,1836,800,8,47
2918,4165,1836,801,4,16
2919,4165,1836,802,8,32
2920,4165,1836,803,4,15
2921,4166,1836,798,4,33
2922,4166,1836,799,5,38
2923,4166,1836,800,3,14
2924,4166,1836,801,3,24
2925,4166,1836,802,2,20
2926,4166,1836,803,9,26
2927,4167,1836,798,8,21
2928,4167,1836,799,1,11
2929,4167,1836,800,6,26
2930,4167,1836,801,9,28
2931,4167,1836,802,7,21
2932,4167,1836,803,2,18
2933,4168,1836,798,6,29
2934,4168,1836,799,8,46
2935,4168,1836,800,1,12
2936,4168,1836,801,2,37
2937,4168,1836,802,0,15
2938,4168,1836,803,6,44
2939,4169,1836,798,3,41
2940,4169,1836,799,0,11
2941,4169,1836,800,0,21
2942,4169,1836,801,5,32
2943,4169,1836,802,2,28
2944,4169,1836,803,3,25
2945,4170,1837,798,9,45
2946,4170,1837,799,0,26
2947,4170,1837,800,1,16
2948,4170,1837,801,2,36
2949,4170,1837,802,0,15
2950,4170,1837,803,1,39
2951,4171,1837,798,7,34
2952,4171,1837,799,8,22
2953,4171,1837,800,8,40
2954,4171,1837,801,9,36
2955,4171,1837,802,9,26
2956,4171,1837,803,2,16
2957,4172,1837,798,8,47
2958,4172,1837,799,6,39
2959,4172,1837,800,3,24
2960,4172,1837,801,4,30
2961,4172,1837,802,6,23
2962,4172,1837,803,9,21
2963,4173,1837,798,1,25
2964,4173,1837,799,1,22
2965,4173,1837,800,8,24
2966,4173,1837,801,7,22
2967,4173,1837,802,8,31
2968,4173,1837,803,5,37
2969,4174,1838,798,5,25
2970,4174,1838,799,3,16
2971,4174,1838,800,1,36
2972,4174,1838,801,9,23
2973,4174,1838,802,0,19
2974,4174,1838,803,1,18
2975,4175,1838,798,4,26
2976,4175,1838,799,7,23
2977,4175,1838,800,4,16
2978,4175,1838,801,0,34
2979,4175,1838,802,4,29
2980,4175,1838,803,7,46
2981,4176,1838,798,9,32
2982,4176,1838,799,4,31
2983,4176,1838,800,4,28
2984,4176,1838,801,9,45
2985,4176,1838,802,9,48
2986,4176,1838,803,0,31
2987,4177,1838,798,6,21
2988,4177,1838,799,6,27
2989,4177,1838,800,3,17
2990,4177,1838,801,7,24
2991,4177,1838,802,9,25
2992,4177,1838,803,9,27
2993,4178,1839,798,6,29
2994,4178,1839,799,2,38
2995,4178,1839,800,2,18
2996,4178,1839,801,8,25
2997,4178,1839,802,6,22
2998,4178,1839,803,8,38
2999,4179,1839,798,4,21
3000,4179,1839,799,5,24
3001,4179,1839,800,1,40
3002,4179,1839,801,5,21
3003,4179,1839,802,4,27
3004,4179,1839,803,7,45
3005,4180,1839,798,8,27
3006,4180,1839,799,3,35
3007,4180,1839,800,3,34
3008,4180,1839,801,6,32
3009,4180,1839,802,3,21
3010,4180,1839,803,3,30
3011,4181,1839,798,1,11
3012,4181,1839,799,5,18
3013,4181,1839,800,8,19
3014,4181,1839,801,3,38
3015,4181,1839,802,2,26
3016,4181,1839,803,3,24
3017,4182,1840,798,3,23
3018,4182,1840,799,7,18
3019,4182,1840,800,1,32
3020,4182,1840,801,8,40
3021,4182,1840,802,7,45
3022,4182,1840,803,2,20
3023,4183,1840,798,0,22
3024,4183,1840,799,9,31
3025,4183,1840,800,9,25
3026,4183,1840,801,6,33
3027,4183,1840,802,7,17
3028,4183,1840,803,5,31
3029,4184,1840,798,4,25
3030,4184,1840,799,6,17
3031,4184,1840,800,4,26
3032,4184,1840,801,7,43
3033,4184,1840,802,5,24
3034,4184,1840,803,2,35
3035,4185,1840,798,3,14
3036,4185,1840,799,0,32
3037,4185,1840,800,4,32
3038,4185,1840,801,6,25
3039,4185,1840,802,6,38
3040,4185,1840,803,8,19
3041,4186,1840,798,0,24
3042,4186,1840,799,0,36
3043,4186,1840,800,9,37
3044,4186,1840,801,7,39
3045,4186,1840,802,9,38
3046,4186,1840,803,3,18
3047,4187,1840,798,5,43
3048,4187,1840,799,4,34
3049,4187,1840,800,9,32
3050,4187,1840,801,4,28
3051,4187,1840,802,9,24
3052,4187,1840,803,8,27
3053,4188,1840,798,4,36
3054,4188,1840,799,7,28
3055,4188,1840,800,2,20
3056,4188,1840,801,9,21
3057,4188,1840,802,4,20
3058,4188,1840,803,9,21
3059,4189,1841,798,8,27
3060,4189,1841,799,0,32
3061,4189,1841,800,2,37
3062,4189,1841,801,3,38
3063,4189,1841,802,8,41
3064,4189,1841,803,1,18
3065,4190,1841,798,7,46
3066,4190,1841,799,4,39
3067,4190,1841,800,0,37
3068,4190,1841,801,0,13
3069,4190,1841,802,2,28
3070,4190,1841,803,1,11
3071,4191,1842,798,2,18
3072,4191,1842,799,2,32
3073,4191,1842,800,5,15
3074,4191,1842,801,0,35
3075,4191,1842,802,6,22
3076,4191,1842,803,4,30
3077,4192,1842,798,2,17
3078,4192,1842,799,8,40
3079,4192,1842,800,8,22
3080,4192,1842,801,0,36
3081,4192,1842,802,7,25
3082,4192,1842,803,9,37
3083,4193,1843,798,9,28
3084,4193,1843,799,3,14
3085,4193,1843,800,5,24
3086,4193,1843,801,3,23
3087,4193,1843,802,2,13
3088,4193,1843,803,8,35
3089,4194,1843,798,3,42
3090,4194,1843,799,2,39
3091,4194,1843,800,1,25
3092,4194,1843,801,5,23
3093,4194,1843,802,2,30
3094,4194,1843,803,8,29
3095,4195,1843,798,7,25
3096,4195,1843,799,1,33
3097,4195,1843,800,3,23
3098,4195,1843,801,4,28
3099,4195,1843,802,3,14
3100,4195,1843,803,6,21
3101,4196,1844,798,6,17
3102,4196,1844,799,6,44
3103,4196,1844,800,5,42
3104,4196,1844,801,4,22
3105,4196,1844,802,3,29
3106,4196,1844,803,2,35
3107,4197,1844,798,0,23
3108,4197,1844,799,3,19
3109,4197,1844,800,8,43
3110,4197,1844,801,7,22
3111,4197,1844,802,7,24
3112,4197,1844,803,2,24
3113,4198,1844,798,7,22
3114,4198,1844,799,0,11
3115,4198,1844,800,3,37
3116,4198,1844,801,9,34
3117,4198,1844,802,9,43
3118,4198,1844,803,5,19
3119,4199,1845,798,3,31
3120,4199,1845,799,8,35
3121,4199,1845,800,5,15
3122,4199,1845,801,6,37
3123,4199,1845,802,3,42
3124,4199,1845,803,4,29
3125,4200,1845,798,0,11
3126,4200,1845,799,9,34
3127,4200,1845,800,2,28
3128,4200,1845,801,1,31
3129,4200,1845,802,6,25
3130,4200,1845,803,9,25
3131,4201,1845,798,5,18
3132,4201,1845,799,2,27
3133,4201,1845,800,0,24
3134,4201,1845,801,3,38
3135,4201,1845,802,3,40
3136,4201,1845,803,3,14
3137,4202,1845,798,0,26
3138,4202,1845,799,7,39
3139,4202,1845,800,0,39
3140,4202,1845,801,7,20
3141,4202,1845,802,9,36
3142,4202,1845,803,6,37
3143,4203,1845,798,6,36
3144,4203,1845,799,3,35
3145,4203,1845,800,2,35
3146,4203,1845,801,4,22
3147,4203,1845,802,2,20
3148,4203,1845,803,2,14
3149,4204,1846,826,0,24
3150,4204,1846,798,1,36
3151,4204,1846,799,1,36
3152,4204,1846,800,6,30
3153,4204,1846,801,4,35
3154,4204,1846,802,1,23
3155,4204,1846,803,8,23
3156,4205,1846,826,0,26
3157,4205,1846,798,8,40
3158,4205,1846,799,9,25
3159,4205,1846,800,2,16
3160,4205,1846,801,2,21
3161,4205,1846,802,5,42
3162,4205,1846,803,4,35
3163,4206,1846,826,7,46
3164,4206,1846,798,3,24
3165,4206,1846,799,8,32
3166,4206,1846,800,4,25
3167,4206,1846,801,3,15
3168,4206,1846,802,8,47
3169,4206,1846,803,6,18
3170,4207,1847,798,8,42
3171,4207,1847,799,4,26
3172,4207,1847,800,5,20
3173,4207,1847,801,6,31
3174,4207,1847,802,4,14
3175,4207,1847,803,8,43
3176,4208,1847,798,7,25
3177,4208,1847,799,0,21
3178,4208,1847,800,1,14
3179,4208,1847,801,4,34
3180,4208,1847,802,6,28
3181,4208,1847,803,5,35
3182,4209,1848,798,8,27
3183,4209,1848,799,3,19
3184,4209,1848,800,7,17
3185,4209,1848,801,1,23
3186,4209,1848,802,8,21
3187,4209,1848,803,6,26
3188,4210,1848,798,1,11
3189,4210,1848,799,3,17
3190,4210,1848,800,7,31
3191,4210,1848,801,4,19
3192,4210,1848,802,8,39
3193,4210,1848,803,0,18
3194,4211,1848,798,0,39
3195,4211,1848,799,7,39
3196,4211,1848,800,6,23
3197,4211,1848,801,2,22
3198,4211,1848,802,4,23
3199,4211,1848,803,2,17
3200,4212,1849,798,0,25
3201,4212,1849,799,7,29
3202,4212,1849,800,1,21
3203,4212,1849,801,4,36
3204,4212,1849,802,7,43
3205,4212,1849,803,6,24
3206,4213,1849,798,4,40
3207,4213,1849,799,7,19
3208,4213,1849,800,0,34
3209,4213,1849,801,5,21
3210,4213,1849,802,6,35
3211,4213,1849,803,0,27
3212,4214,1850,798,2,33
3213,4214,1850,799,0,32
3214,4214,1850,800,5,33
3215,4214,1850,801,5,31
3216,4214,1850,802,6,42
3217,4214,1850,803,9,32
3218,4215,1850,798,3,41
3219,4215,1850,799,8,21
3220,4215,1850,800,3,26
3221,4215,1850,801,2,14
3222,4215,1850,802,6,27
3223,4215,1850,803,0,24
3224,4216,1851,798,5,34
3225,4216,1851,799,7,37
3226,4216,1851,800,1,21
3227,4216,1851,801,4,40
3228,4216,1851,802,1,37
3229,4216,1851,803,1,28
3230,4217,1852,798,6,30
3231,4217,1852,799,3,41
3232,4217,1852,800,3,27
3233,4217,1852,801,4,30
3234,4217,1852,802,2,23
3235,4217,1852,803,5,33
3236,4218,1853,800,0,17
3237,4219,1853,800,2,40
3238,4220,1854,798,4,32
3239,4220,1854,799,0,23
3240,4220,1854,800,5,19
3241,4220,1854,801,5,38
3242,4220,1854,802,9,32
3243,4220,1854,803,5,40
3244,4221,1854,798,8,44
3245,4221,1854,799,0,21
3246,4221,1854,800,7,39
3247,4221,1854,801,6,29
3248,4221,1854,802,6,38
3249,4221,1854,803,0,38
3250,4222,1854,798,0,38
3251,4222,1854,799,0,22
3252,4222,1854,800,6,33
3253,4222,1854,801,0,21
3254,4222,1854,802,7,22
3255,4222,1854,803,4,20
3256,4223,1855,798,8,39
3257,4223,1855,799,2,32
3258,4223,1855,800,0,13
3259,4223,1855,801,8,45
3260,4223,1855,802,3,29
3261,4223,1855,803,1,13
3262,4224,1856,879,1,17
3263,4224,1856,887,5,38
3264,4224,1856,888,3,31
3265,4224,1856,889,3,39
3266,4224,1856,890,6,19
3267,4225,1856,879,3,31
3268,4225,1856,887,6,16
3269,4225,1856,888,9,42
3270,4225,1856,889,4,24
3271,4225,1856,890,7,38
3272,4226,1857,798,6,44
3273,4226,1857,799,8,32
3274,4226,1857,800,7,37
3275,4226,1857,801,8,25
3276,4226,1857,802,1,40
3277,4226,1857,803,9,42
3278,4227,1857,798,9,43
3279,4227,1857,799,0,10
3280,4227,1857,800,7,31
3281,4227,1857,801,6,45
3282,4227,1857,802,1,30
3283,4227,1857,803,0,31
3284,4228,1857,798,0,10
3285,4228,1857,799,9,25
3286,4228,1857,800,3,33
3287,4228,1857,801,5,35
3288,4228,1857,802,0,27
3289,4228,1857,803,7,17
3290,4229,1857,798,4,30
3291,4229,1857,799,6,29
3292,4229,1857,800,9,44
3293,4229,1857,801,6,34
3294,4229,1857,802,8,43
3295,4229,1857,803,9,21
3296,4230,1857,798,9,37
3297,4230,1857,799,5,44
3298,4230,1857,800,9,31
3299,4230,1857,801,3,28
3300,4230,1857,802,8,20
3301,4230,1857,803,1,12
3302,4231,1858,826,4,16
3303,4231,1858,798,6,35
3304,4231,1858,799,4,32
3305,4231,1858,800,1,37
3306,4231,1858,801,5,34
3307,4231,1858,802,8,20
3308,4231,1858,803,4,27
3309,4232,1858,826,4,39
3310,4232,1858,798,4,32
3311,4232,1858,799,5,29
3312,4232,1858,800,2,39
3313,4232,1858,801,3,18
3314,4232,1858,802,8,41
3315,4232,1858,803,7,31
3316,4233,1859,798,1,25
3317,4233,1859,799,1,28
3318,4233,1859,800,3,23
3319,4233,1859,801,4,38
3320,4233,1859,802,8,18
3321,4233,1859,803,2,32
3322,4234,1859,798,4,15
3323,4234,1859,799,2,37
3324,4234,1859,800,1,16
3325,4234,1859,801,9,32
3326,4234,1859,802,0,36
3327,4234,1859,803,4,17
3328,4235,1860,798,6,29
3329,4235,1860,799,9,27
3330,4235,1860,800,3,33
3331,4235,1860,801,9,25
3332,4235,1860,802,3,41
3333,4235,1860,803,0,32
3334,4236,1860,798,5,26
3335,4236,1860,799,0,38
3336,4236,1860,800,0,35
3337,4236,1860,801,8,23
3338,4236,1860,802,9,31
3339,4236,1860,803,2,36
3340,4237,1860,798,8,23
3341,4237,1860,799,2,27
3342,4237,1860,800,7,42
3343,4237,1860,801,8,37
3344,4237,1860,802,1,20
3345,4237,1860,803,1,38
3346,4238,1861,798,2,14
3347,4238,1861,799,7,25
3348,4238,1861,800,6,44
3349,4238,1861,801,6,21
3350,4238,1861,802,9,19
3351,4238,1861,803,8,21
3352,4239,1861,798,0,31
3353,4239,1861,799,8,34
3354,4239,1861,800,7,44
3355,4239,1861,801,8,24
3356,4239,1861,802,0,39
3357,4239,1861,803,7,28
3358,4240,1861,798,8,24
3359,4240,1861,799,3,39
3360,4240,1861,800,0,14
3361,4240,1861,801,1,13
3362,4240,1861,802,1,28
3363,4240,1861,803,4,33
3364,4241,1862,798,9,27
3365,4241,1862,799,3,27
3366,4241,1862,800,1,32
3367,4241,1862,801,3,19
3368,4241,1862,802,7,20
3369,4241,1862,803,7,38
3370,4242,1862,798,3,23
3371,4242,1862,799,2,41
3372,4242,1862,800,3,40
3373,4242,1862,801,7,39
3374,4242,1862,802,6,36
3375,4242,1862,803,6,36
3376,4243,1862,798,5,41
3377,4243,1862,799,0,10
3378,4243,1862,800,2,35
3379,4243,1862,801,1,23
3380,4243,1862,802,3,31
3381,4243,1862,803,6,22
3382,4244,1863,798,5,24
3383,4244,1863,799,2,22
3384,4244,1863,800,0,31
3385,4244,1863,801,6,39
3386,4244,1863,802,7,22
3387,4245,1864,798,9,39
3388,4245,1864,799,5,30
3389,4245,1864,800,5,27
3390,4245,1864,801,3,14
3391,4245,1864,802,8,27
3392,4245,1864,803,5,37
3393,4246,1864,798,6,20
3394,4246,1864,799,3,18
3395,4246,1864,800,2,37
3396,4246,1864,801,0,34
3397,4246,1864,802,8,19
3398,4246,1864,803,1,28
3399,4247,1864,798,9,45
3400,4247,1864,799,2,34
3401,4247,1864,800,8,44
3402,4247,1864,801,9,24
3403,4247,1864,802,9,32
3404,4247,1864,803,8,43
3405,4248,1864,798,6,30
3406,4248,1864,799,3,40
3407,4248,1864,800,7,22
3408,4248,1864,801,0,32
3409,4248,1864,802,8,20
3410,4248,1864,803,5,33
3411,4249,1865,798,0,32
3412,4249,1865,799,4,32
3413,4249,1865,800,5,33
3414,4249,1865,801,0,12
3415,4249,1865,802,3,38
3416,4249,1865,803,3,23
3417,4250,1865,798,5,29
3418,4250,1865,799,1,39
3419,4250,1865,800,8,45
3420,4250,1865,801,7,30
3421,4250,1865,802,9,30
3422,4250,1865,803,6,25
3423,4251,1865,798,1,18
3424,4251,1865,799,2,14
3425,4251,1865,800,5,37
3426,4251,1865,801,1,15
3427,4251,1865,802,6,16
3428,4251,1865,803,3,36
